timestamp,close,RSI,SMA_20,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,target
2025-03-23 02:58:41,84027.59,81.76550877653501,84024.7245,-0.2720538581488654,0.417409331271842,-0.6894631894207074,0
2025-03-23 03:28:49,84013.82,26.99692275247391,84033.732,2.5217366757133277,-2.1618986485123806,4.683635324225708,1
2025-03-23 03:28:54,84007.63,22.813313640244846,84033.349,0.38679552664689254,-3.4374718380630527,3.824267364709945,1
2025-03-23 03:32:23,83994.72,24.33059864812764,84029.689,0.9792510947881965,-3.516805431589387,4.496056526377584,1
2025-03-23 03:52:58,84065.38,27.05129063790963,84069.2875,0.3613914140878478,-0.7662081390981892,1.127599553186037,1
2025-03-23 03:53:04,84065.38,27.051290637909627,84069.0695,0.09158997659687884,-0.8288076612713265,0.9203976378682054,1
2025-03-23 04:04:56,84010.01,29.61263768750058,84021.01699999999,3.197861733089667,-0.7848806650975404,3.982742398187207,1
2025-03-23 04:05:02,84010.01,29.612637687500584,84020.9745,1.8510614717088174,-1.7053447411827118,3.5564062128915293,1
2025-03-23 04:05:07,84010.0,29.600299060900277,84020.93149999999,0.7739836433320306,-2.225938055647599,2.99992169897963,1
2025-03-23 04:15:06,83994.11,23.009642060449178,84014.254,2.4862924012268195,-2.356562852215432,4.842855253442251,1
2025-03-23 04:15:12,83993.88,22.83635073062217,84014.1145,0.7620402693282813,-3.2646519872911757,4.026692256619457,1
2025-03-23 04:20:01,83993.0,82.154813769533,83980.906,-0.6772736378188711,1.5829530169376076,-2.2602266547564787,0
2025-03-23 04:21:08,83969.61,18.02574517772569,83987.47300000001,0.5817797035415424,-1.056942909187906,1.6387226127294483,1
2025-03-23 04:43:45,83880.81,28.42804293426108,83892.25600000001,1.174035051415558,-2.064657640889565,3.238692692305123,1
2025-03-23 04:43:51,83880.82,28.4720872500811,83891.671,0.4217805527005112,-2.253529711683689,2.6753102643842004,1
